"beer_name","beer_id","brewery_name","brewery_id","beer_style","beer_abv","mean_overall","mean_aroma","mean_appearance","mean_palate","mean_taste","n_reviews","beer_tag"
"SMP",22194,"Sixpoint Brewery",10607,"Baltic Porter",7.8,4.16666666666667,3.72222222222222,4.16666666666667,4.13888888888889,4.13888888888889,18,"Porter"
"Smuggler's Hazelnut Stout",23481,"Hideout Brewing Company",11341,"American Stout",5.5,4.08333333333333,4.25,4.125,3.875,4.16666666666667,12,"Stout"
"Smuttynose Apple Brandy Barrel Aged Imperial Stout",56220,"Smuttynose Brewing Company",141,"Russian Imperial Stout",10,4.23333333333333,4.56666666666667,4.26666666666667,4.3,4.4,15,"Stout"
"Smuttynose Baltic Porter (Big Beer Series)",40674,"Smuttynose Brewing Company",141,"Baltic Porter",9,4.18846153846154,4.1448717948718,4.25512820512821,4.24487179487179,4.33717948717949,390,"Porter"
"Smuttynose Barleywine Style Ale (Big Beer Series)",181,"Smuttynose Brewing Company",141,"American Barleywine",10,3.84735202492212,3.99532710280374,3.96728971962617,3.92990654205607,4.00467289719626,321,"Other"
"Smuttynose Belgian Stout (Short Batch Series)",61957,"Smuttynose Brewing Company",141,"American Double / Imperial Stout",8.3,3.41666666666667,3.5,3.66666666666667,3.41666666666667,3.5,6,"Stout"
"Smuttynose Belgian Style White Ale (Big Beer Series)",450,"Smuttynose Brewing Company",141,"Witbier",4.3,3.58333333333333,3.25,3.16666666666667,3.58333333333333,3.66666666666667,6,"Other"
"Smuttynose Big A IPA (Big Beer Series)",4394,"Smuttynose Brewing Company",141,"American Double / Imperial IPA",9.6,3.90439429928741,4.04453681710214,4.02672209026128,3.9916864608076,4.03919239904988,842,"IPA"
"Smuttynose Brett & I (Short Batch Series)",39961,"Smuttynose Brewing Company",141,"Belgian Strong Pale Ale",7,3.72222222222222,3.72222222222222,3.77777777777778,3.72222222222222,3.72222222222222,18,"Belgian"
"Smuttynose Chai Porter",30044,"Smuttynose Brewing Company",141,"American Porter",NA,3.54545454545455,3.95454545454545,3.95454545454545,3.72727272727273,3.81818181818182,11,"Porter"
"Smuttynose Farmhouse Ale (Big Beer Series)",28305,"Smuttynose Brewing Company",141,"Saison / Farmhouse Ale",9.3,3.93611111111111,3.90555555555556,3.9375,3.84722222222222,3.91666666666667,360,"Other"
"Smuttynose Gravitation (Big Beer Series)",46970,"Smuttynose Brewing Company",141,"Quadrupel (Quad)",12,3.52589641434263,3.69721115537849,3.73107569721116,3.66334661354582,3.62151394422311,251,"Belgian"
"Smuttynose Hanami Ale",35207,"Smuttynose Brewing Company",141,"Fruit / Vegetable Beer",5.7,3.16,3.254,3.766,3.358,3.236,250,"Other"
"Smuttynose Homunculus (Big Beer Series)",35225,"Smuttynose Brewing Company",141,"Belgian IPA",9.9,3.80172413793103,3.875,3.82758620689655,3.77155172413793,3.84051724137931,116,"IPA"
"Smuttynose Imperial Stout (Big Beer Series)",185,"Smuttynose Brewing Company",141,"Russian Imperial Stout",9.8,3.97086614173228,4.03858267716535,4.20708661417323,4.04566929133858,4.07952755905512,635,"Stout"
"Smuttynose IPA \""Finest Kind\""",16403,"Smuttynose Brewing Company",141,"American IPA",6.9,4.12859051436206,4.01970607882432,4.05110220440882,4.05711422845691,4.17535070140281,1497,"IPA"
"Smuttynose JD Oak Aged Robust Porter",42727,"Smuttynose Brewing Company",141,"American Porter",8,3.91666666666667,4.16666666666667,4.16666666666667,4,4.33333333333333,6,"Porter"
"Smuttynose Maibock (Big Beer Series)",188,"Smuttynose Brewing Company",141,"Maibock / Helles Bock",8.7,3.99480968858131,3.92387543252595,4.02768166089965,4.02076124567474,4.04498269896194,289,"Other"
"Smuttynose Noonan (Short Batch Series #12)",71651,"Smuttynose Brewing Company",141,"American Black Ale",6.5,4,4,4.07142857142857,3.85714285714286,4,7,"Other"
"Smuttynose Oak Aged '04 Imperial Stout (Big Beer Series)",23060,"Smuttynose Brewing Company",141,"Russian Imperial Stout",7.1,4.07142857142857,3.85714285714286,3.92857142857143,4.07142857142857,4.28571428571429,7,"Stout"
"Smuttynose Oak Aged Big A IPA (Big Beer Series)",55071,"Smuttynose Brewing Company",141,"American Double / Imperial IPA",9.2,3.91666666666667,4.16666666666667,4,3.83333333333333,4.25,6,"IPA"
"Smuttynose Octoberfest (Big Beer Series)",183,"Smuttynose Brewing Company",141,"Märzen / Oktoberfest",6.7,4.23684210526316,3.86842105263158,4.10526315789474,4.02631578947368,4.07894736842105,19,"Other"
"Smuttynose Old Brown Dog Ale",184,"Smuttynose Brewing Company",141,"American Brown Ale",6.5,4.00303398058252,3.75485436893204,3.79368932038835,3.82342233009709,3.95266990291262,824,"Other"
"Smuttynose Portsmouth Lager",182,"Smuttynose Brewing Company",141,"Vienna Lager",4.5,3.89506172839506,3.46707818930041,3.62962962962963,3.68106995884774,3.69135802469136,243,"Lager"
"Smuttynose Pumpkin Ale",11819,"Smuttynose Brewing Company",141,"Pumpkin Ale",6,3.74315068493151,3.86506849315069,3.86301369863014,3.72739726027397,3.71164383561644,730,"Other"
"Smuttynose Really Old Brown Dog Ale (Big Beer Series)",35653,"Smuttynose Brewing Company",141,"Old Ale",10,3.84710743801653,3.86570247933884,3.95247933884298,3.88223140495868,3.95661157024793,242,"Other"
"Smuttynose Robust Porter",622,"Smuttynose Brewing Company",141,"American Porter",5.7,4.10867117117117,4.08502252252252,4.19313063063063,4.06475225225225,4.19763513513514,888,"Porter"
"Smuttynose Rouge D'Shire",57873,"Smuttynose Brewing Company",141,"American Wild Ale",5,3.83333333333333,3.83333333333333,4.13333333333333,3.76666666666667,3.83333333333333,15,"Other"
"Smuttynose Ry(e)an Ale",58407,"Smuttynose Brewing Company",141,"Rye Beer",7.7,4.11214953271028,4.14018691588785,4.16822429906542,4.13551401869159,4.20093457943925,107,"Other"
"Smuttynose S'muttonator (Big Beer Series)",21296,"Smuttynose Brewing Company",141,"Doppelbock",8.5,3.96345029239766,3.9312865497076,4.07456140350877,4.04678362573099,4.08771929824561,342,"Other"
"Smuttynose Schmutzig Hopfen Weisse (Short Batch Series)",47601,"Smuttynose Brewing Company",141,"Hefeweizen",5.8,4.07692307692308,3.76923076923077,4,3.69230769230769,4.11538461538461,13,"Wheat Beer"
"Smuttynose Scotch Style Ale (Big Beer Series)",2368,"Smuttynose Brewing Company",141,"Scotch Ale / Wee Heavy",8.2,3.96929824561404,3.86842105263158,3.96491228070175,3.99561403508772,4.06140350877193,228,"Other"
"Smuttynose Shoals Pale Ale",186,"Smuttynose Brewing Company",141,"American Pale Ale (APA)",5.4,3.94628099173554,3.69090909090909,3.90082644628099,3.80578512396694,3.87520661157025,605,"Pale Ale"
"Smuttynose Smutt-a-Roni (Short Batch Series)",40027,"Smuttynose Brewing Company",141,"American Pale Ale (APA)",5.5,3.86666666666667,3.8,3.9,3.9,3.83333333333333,15,"Pale Ale"
"Smuttynose Snowblower Stout",39858,"Smuttynose Brewing Company",141,"Irish Dry Stout",4,4.14285714285714,3.78571428571429,4.07142857142857,3.78571428571429,3.85714285714286,7,"Stout"
"Smuttynose Star Island Single",43132,"Smuttynose Brewing Company",141,"Belgian Pale Ale",5.1,3.67068965517241,3.4051724137931,3.57241379310345,3.52068965517241,3.45,290,"Belgian"
"Smuttynose Strawberry Weisse (Short Batch Series)",52659,"Smuttynose Brewing Company",141,"Berliner Weissbier",3,4,4.25,3.91666666666667,4.08333333333333,4.5,6,"Wheat Beer"
"Smuttynose Summer Weizen",22357,"Smuttynose Brewing Company",141,"American Pale Wheat Ale",5.5,3.64285714285714,3.36996336996337,3.55677655677656,3.53296703296703,3.43956043956044,273,"Wheat Beer"
"Smuttynose The Terminator G-Bock (Short Batch Series)",41292,"Smuttynose Brewing Company",141,"Doppelbock",NA,3.55555555555556,3.86111111111111,3.88888888888889,3.88888888888889,3.88888888888889,18,"Other"
"Smuttynose Tripel (Short Batch Series)",52735,"Smuttynose Brewing Company",141,"Tripel",NA,3.85714285714286,3.85714285714286,4.07142857142857,4.07142857142857,3.85714285714286,7,"Belgian"
"Smuttynose Vunderbahr Pilsner (Short Batch Series)",61326,"Smuttynose Brewing Company",141,"German Pilsener",5.11,4.22727272727273,3.86363636363636,4.04545454545455,4,3.95454545454545,11,"Pilsner"
"Smuttynose Weizenheimer",7071,"Smuttynose Brewing Company",141,"Hefeweizen",4,3.52325581395349,3.51162790697674,3.3953488372093,3.47674418604651,3.46511627906977,43,"Wheat Beer"
"Smuttynose Wheat Wine (Big Beer Series)",21804,"Smuttynose Brewing Company",141,"Wheatwine",10.7,3.67995444191344,3.87585421412301,3.82801822323462,3.88610478359909,3.88382687927107,439,"Wheat Beer"
"Smuttynose Winter Ale",26667,"Smuttynose Brewing Company",141,"Dubbel",5.1,3.80243902439024,3.62073170731707,3.75975609756098,3.72926829268293,3.7280487804878,410,"Belgian"
"SNAFU IPA",36585,"Selin's Grove Brewing Company",1666,"American IPA",7.2,4.32142857142857,4.5,4.03571428571429,4.17857142857143,4.28571428571429,14,"IPA"
"Snake Bite Porter",45499,"Silver Moon Brewing",10271,"American Porter",5.3,4.05555555555556,3.75,3.91666666666667,3.83333333333333,3.75,18,"Porter"
"Snake Chaser",15884,"Lakefront Brewery, Inc.",741,"Irish Dry Stout",5,3.38297872340426,3.58510638297872,3.76595744680851,3.40957446808511,3.35106382978723,94,"Stout"
"Snake Dog IPA",205,"Flying Dog Brewery",68,"American IPA",7.1,3.62028301886792,3.57358490566038,3.74103773584906,3.50754716981132,3.50660377358491,1060,"IPA"
"Snake Drive Stout",36072,"Selin's Grove Brewing Company",1666,"Irish Dry Stout",5.5,4.20588235294118,3.97058823529412,4.05882352941176,4,4.02941176470588,17,"Stout"
"Snake Handler Double IPA",50194,"Good People Brewing Company",17282,"American Double / Imperial IPA",9.3,4.22222222222222,4.18518518518519,4.18518518518519,4.16666666666667,4.31481481481481,27,"IPA"
"Snake Hollow IPA",46744,"Potosi Brewing Company",17157,"American IPA",7,3.77777777777778,3.74074074074074,3.89814814814815,3.76851851851852,3.71296296296296,54,"IPA"
"Snake Oil",24807,"DuClaw Brewing Company",1924,"American Double / Imperial Pilsner",7,4.04545454545455,3.5,3.95454545454545,3.77272727272727,4,11,"Pilsner"
"Snake Pit Porter",4220,"Oaken Barrel Brewing Company",390,"Baltic Porter",6,3.953125,3.75,3.890625,3.75,3.84375,32,"Porter"
"Snake Pro Double IPA",61625,"Figure 8 Brewing",22319,"American Double / Imperial IPA",8,3.5,3.4,3.725,3.825,3.575,20,"IPA"
"Snake River Lager",581,"Snake River Brewing Company & Brewpub",179,"Vienna Lager",4.8,3.96710526315789,3.69078947368421,3.79605263157895,3.81578947368421,3.79605263157895,76,"Lager"
"Snake River OB-1 Certified Organic Ale",34965,"Snake River Brewing Company & Brewpub",179,"English Brown Ale",5.2,3.64705882352941,3.45588235294118,3.88235294117647,3.45588235294118,3.52941176470588,34,"Other"
"Snake River Pale Ale",592,"Snake River Brewing Company & Brewpub",179,"American Pale Ale (APA)",5.2,3.89795918367347,3.64285714285714,3.71938775510204,3.69897959183673,3.72959183673469,98,"Pale Ale"
"Snake River Zonker Stout",632,"Snake River Brewing Company & Brewpub",179,"Foreign / Export Stout",6,4.2375,4.1275,4.2225,4.1175,4.2075,200,"Stout"
"Snap IPA",62670,"Mad Fox Brewing Company",23201,"American IPA",NA,3.08333333333333,2.75,3.5,3.08333333333333,2.66666666666667,6,"IPA"
"Snapperhead IPA",34968,"Butternuts Beer & Ale",13302,"American IPA",6.8,3.37906137184116,3.08664259927798,3.56678700361011,3.37906137184116,3.16245487364621,277,"IPA"
"Snapping Turtle IPA",50941,"Shooting Creek Farm Brewery",17893,"American IPA",5.4,3.91666666666667,3.66666666666667,3.83333333333333,3.91666666666667,3.33333333333333,6,"IPA"
"Snipes India Pale Ale",4481,"Snipes Mountain Microbrewery & Restaurant",1396,"American IPA",5.6,3.76315789473684,3.78947368421053,3.76315789473684,3.63157894736842,3.57894736842105,19,"IPA"
"Snoqualmie ESB",3360,"Snoqualmie Falls Brewing Company & Taproom",859,"Extra Special / Strong Bitter (ESB)",5.2,4.16666666666667,4,4.08333333333333,3.91666666666667,4.25,6,"Other"
"Snoreau",14803,"Brasseurs R.J.",1535,"Fruit / Vegetable Beer",7,2.95,3.25,3.25,2.85,2.8,10,"Other"
"Snow Blind",45824,"Yukon Brewing Company",4701,"English India Pale Ale (IPA)",5.5,3.6875,3.4375,3.4375,3.5,3.5625,8,"IPA"
"Snow Cap",1889,"Pyramid Breweries, Inc.",403,"Winter Warmer",7,3.54065040650406,3.49186991869919,3.72560975609756,3.53455284552846,3.51930894308943,492,"Other"
"Snow Cougar",24303,"Krasniy Vostok",4936,"Euro Strong Lager",7,2.8,2.86666666666667,3.16666666666667,2.8,2.7,15,"Lager"
"Snow Day Winter Ale",74123,"New Belgium Brewing",192,"American Black Ale",6.2,3.69954128440367,3.69954128440367,4.00229357798165,3.64220183486239,3.6651376146789,218,"Other"
"Snow Fest",2146,"Z Street Brewing Company",228,"Munich Dunkel Lager",NA,4.18181818181818,4,3.90909090909091,3.90909090909091,4.18181818181818,11,"Lager"
"Snow Melt Winter Ale",33522,"East End Brewing Company",10485,"Winter Warmer",7,3.93478260869565,3.92391304347826,3.96739130434783,3.95652173913043,4.06521739130435,46,"Other"
"Snow Plowed Winter Ale",11320,"Mad Anthony Brewing Company",1162,"Winter Warmer",5.9,3.75,3.16666666666667,3.91666666666667,3.75,4,6,"Other"
"Snowblower Ale",7506,"Dogfish Head Brewery",10099,"Belgian Strong Pale Ale",7,3.75806451612903,3.54838709677419,3.75806451612903,3.67741935483871,3.62903225806452,31,"Belgian"
"Snowbound",47649,"The Tap Brewing Company",3185,"Old Ale",8,3.88888888888889,3.57407407407407,3.83333333333333,3.87037037037037,3.90740740740741,27,"Other"
"Snowbound Winter Ale",33933,"Left Hand Brewing Company",418,"Winter Warmer",8.6,3.50649350649351,3.76948051948052,3.74025974025974,3.66558441558442,3.66233766233766,154,"Other"
"Snowbunny Ale",54931,"Hub City Brewing Company",16533,"Cream Ale",NA,3.26190476190476,3.35714285714286,3.4047619047619,3.0952380952381,3.23809523809524,21,"Other"
"Snoweizen",4071,"Snowshoe Brewing Company",1528,"Hefeweizen",5.1,3.33333333333333,3,3.08333333333333,3.04166666666667,3.08333333333333,12,"Wheat Beer"
"Snowmageddon",66261,"Rahr & Sons Brewing Company",9969,"American Double / Imperial Stout",10,3.67741935483871,3.41935483870968,3.98387096774194,3.54838709677419,3.59677419354839,31,"Stout"
"Snowman (Summer Edition)",2633,"H.C. Berger Brewing Co.",425,"Kölsch",NA,3.3,3.2,3.2,3.3,3.2,5,"Other"
"Snowplow Milk Stout",20317,"Widmer Brothers Brewing Company",8,"Milk / Sweet Stout",5.5,3.81683168316832,3.5,3.69306930693069,3.73267326732673,3.78217821782178,101,"Stout"
"Snowshoe Red Ale",3239,"New Glarus Brewing Company",590,"American Amber / Red Ale",5.7,3.8273381294964,3.63309352517986,3.84172661870504,3.72661870503597,3.70863309352518,139,"Other"
"Snowstorm 2002",6806,"August Schell Brewing Company",417,"Scotch Ale / Wee Heavy",NA,3.63636363636364,3.27272727272727,3.81818181818182,3.45454545454545,3.45454545454545,11,"Other"
"Snowstorm 2003",14114,"August Schell Brewing Company",417,"English Brown Ale",NA,4.08823529411765,3.5,3.82352941176471,3.67647058823529,3.67647058823529,17,"Other"
"Snowstorm 2004",20588,"August Schell Brewing Company",417,"Extra Special / Strong Bitter (ESB)",NA,3.23809523809524,2.97619047619048,3.66666666666667,3.07142857142857,3.02380952380952,21,"Other"
"Snowstorm 2005",26656,"August Schell Brewing Company",417,"Altbier",5,3.70833333333333,3.375,3.90277777777778,3.66666666666667,3.5,36,"Other"
"Snowstorm 2007",39213,"August Schell Brewing Company",417,"Dubbel",NA,3.87837837837838,3.66216216216216,3.72972972972973,3.71621621621622,3.77027027027027,37,"Belgian"
"Snowstorm 2008",45565,"August Schell Brewing Company",417,"Bock",6,4.24107142857143,3.88392857142857,4.05357142857143,4.03571428571429,4.14285714285714,56,"Other"
"Snowstorm 2009",53668,"August Schell Brewing Company",417,"Baltic Porter",5.8,4,3.8448275862069,3.89655172413793,3.81896551724138,3.93103448275862,58,"Porter"
"Snowstorm 2010",62974,"August Schell Brewing Company",417,"Weizenbock",7,4.14615384615385,4.10769230769231,4,3.93076923076923,4.13076923076923,65,"Other"
"Snowstorm 2011",74582,"August Schell Brewing Company",417,"Scotch Ale / Wee Heavy",7,3.7037037037037,3.64814814814815,3.90740740740741,3.7962962962963,3.7962962962963,27,"Other"
"So Thank You Music Ginger Wheat",67125,"The Funky Buddha Lounge & Brewery",16410,"American Pale Wheat Ale",NA,4.05555555555556,4,4,4.05555555555556,4.22222222222222,9,"Wheat Beer"
"SOB",35514,"Wild Rose Brewery & Taproom",2593,"English Bitter",4.1,3.65789473684211,3.36842105263158,3.42105263157895,3.39473684210526,3.42105263157895,19,"Other"
"SOB (Special Old Bitter)",32569,"Pump House Brewery",7008,"English Bitter",5,3.98148148148148,3.74074074074074,4.03703703703704,3.81481481481481,3.96296296296296,27,"Other"
"SoCal Hop Salute Black Double IPA",70246,"Stone Brewing Co.",147,"American Black Ale",9.9,4.1875,4.0625,4.1875,4.1875,4.25,8,"Other"
"Sockeye Cream Stout",12174,"New Old Lompoc Brewery",2641,"Milk / Sweet Stout",5.8,4,3.61111111111111,4,3.88888888888889,3.94444444444444,9,"Stout"
"Sockeye Red IPA",1089,"Midnight Sun Brewing Co.",385,"American IPA",5.7,3.81388888888889,3.90555555555556,4.01944444444444,3.75833333333333,3.82222222222222,180,"IPA"
"Sodbuster Stout",20215,"Olde Main Brewing Co. & Restaurant",10266,"American Stout",6,4.05,3.95,4.3,3.6,4,10,"Stout"
"Sodo Brown",55833,"Two Beers Brewing Co.",17005,"American Brown Ale",NA,3.21428571428571,3.14285714285714,3.71428571428571,3.14285714285714,3.21428571428571,7,"Other"
"Sodom",61091,"Revolution Brewing Company - Brewpub",22072,"Russian Imperial Stout",11,3.93333333333333,4.1,4.03333333333333,4.16666666666667,4.16666666666667,15,"Stout"
"Sofa King IPA",11334,"Mad Anthony Brewing Company",1162,"American IPA",7,3.4,3.2,3.2,2.7,3.2,5,"IPA"
"Sofie",48824,"Goose Island Beer Co.",1549,"Saison / Farmhouse Ale",6.5,4.19458544839256,4.09560067681895,4.03553299492386,4.0321489001692,4.14805414551607,591,"Other"
"Soggy Loaf Pumpernickel Rye Porter",62371,"Cigar City Brewing",17981,"American Porter",NA,4.28571428571429,4.28571428571429,3.92857142857143,4.21428571428571,4.21428571428571,7,"Porter"
"Sol",51142,"McCann's Food & Brew",16517,"Witbier",NA,2.8485342019544,2.29804560260586,2.58469055374593,2.56677524429967,2.45276872964169,307,"Other"
"Sol Brava",26236,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",57,"American Malt Liquor",6,4.1,3.2,3.1,3.7,3.9,5,"Other"
"Sol Light",33830,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",57,"Light Lager",3.9,2.66666666666667,1.66666666666667,2.25,1.91666666666667,2,6,"Lager"
"Sol Limón Y Sal",45512,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",57,"American Adjunct Lager",4.5,2.0625,1.9375,2.125,2.1875,2.375,8,"Lager"
"Solace",57242,"Firestone Walker Brewing Co.",2210,"American Pale Wheat Ale",6,3.72857142857143,3.50952380952381,3.53333333333333,3.58571428571429,3.58095238095238,105,"Wheat Beer"
"Solar Collector",68848,"Figure 8 Brewing",22319,"American Pale Wheat Ale",5.7,3,2.8,3.8,3.1,2.9,5,"Wheat Beer"
"Solar Eclipse",24242,"Minneapolis Town Hall Brewery",1177,"American Porter",NA,4.08333333333333,3.66666666666667,4.33333333333333,3.91666666666667,3.91666666666667,6,"Porter"
"Solar Trans Amplifier",56346,"Epic Ales",22116,"Herbed / Spiced Beer",5,4.04166666666667,4.08333333333333,3.95833333333333,3.875,4.20833333333333,12,"Other"
"Solidarity",65615,"New Albanian Brewing Company - Pizzeria and Public House",2504,"Baltic Porter",8.5,3.8448275862069,3.63793103448276,3.86206896551724,3.62068965517241,3.74137931034483,29,"Porter"
"Solitude",68948,"Brewery Vivant",24678,"Belgian Dark Ale",6,3.61290322580645,3.75806451612903,3.85483870967742,3.5,3.59677419354839,31,"Belgian"
"Solitude (Abbey Ale: Belgian Amber Ale)",65637,"Brewery Vivant",24678,"Belgian Pale Ale",6.5,3.6,3.5,3.8,3.5,3.3,5,"Belgian"
"Solodoff Classic",24494,"Krasniy Vostok",4936,"Euro Pale Lager",5,3,3,3,3,2.75,6,"Lager"
"Solomon Juneau Ale",7913,"Milwaukee Ale House",1912,"American Blonde Ale",4.7,3.8,3.55,3.7,3.7,3.6,10,"Other"
"Solstice",3980,"New Glarus Brewing Company",590,"Hefeweizen",5.75,4.01923076923077,4,3.96794871794872,3.93589743589744,4.01923076923077,78,"Wheat Beer"
"Solstice D'ete",4907,"Brasserie Dieu Du Ciel",1141,"Berliner Weissbier",5.9,4.33333333333333,4.16666666666667,4.19444444444444,4.13888888888889,4.33333333333333,18,"Wheat Beer"
"Solstice D'hiver",14735,"Brasserie Dieu Du Ciel",1141,"American Barleywine",9.8,3.81724137931035,3.9051724137931,3.91206896551724,3.88103448275862,3.92758620689655,290,"Other"
"Solstice D'hiver Réserve Spéciale (Vieillie En Fût De Chêne)",56059,"Brasserie Dieu Du Ciel",1141,"American Barleywine",10.8,4.125,4.375,3.78125,4.0625,4.28125,16,"Other"
"Solstice Lagunator Ale",3251,"Lagunitas Brewing Company",220,"Bock",6.8,3.775,3.6,4.075,3.85,3.825,20,"Other"
"Solstice Pale Ale",58939,"Fremont Brewing Company",20680,"American Pale Ale (APA)",5.2,4.375,4.09375,4.15625,4.125,4.40625,16,"Pale Ale"
"Somer Orange Honey Wheat",33708,"Rogue Ales",132,"American Pale Wheat Ale",5.2,3.68705035971223,3.41726618705036,3.57553956834532,3.54676258992806,3.51438848920863,139,"Wheat Beer"
"Somersault",68008,"New Belgium Brewing",192,"American Blonde Ale",5.2,3.81937172774869,3.67015706806283,3.87958115183246,3.78795811518325,3.78534031413613,191,"Other"
"Something Is A Rye",23937,"North Country Brewing",9797,"Rye Beer",NA,4.08333333333333,3.08333333333333,3.91666666666667,3.83333333333333,3.91666666666667,6,"Other"
"Something Red",15037,"Red Brick Station",2155,"American Amber / Red Ale",5,3.83333333333333,3.45833333333333,3.91666666666667,3.70833333333333,3.79166666666667,12,"Other"
"Sommerbräu",18,"Widmer Brothers Brewing Company",8,"Kölsch",4.8,3.72727272727273,3.31818181818182,3.27272727272727,3.36363636363636,3.40909090909091,11,"Other"
"Somnus Viduata",70171,"Bullfrog Brewery",1114,"Saison / Farmhouse Ale",NA,3.8,3.9,3.55,3.65,3.65,10,"Other"
"Son Of A Peach",48165,"RJ Rockers Brewing Company",4408,"American Pale Wheat Ale",5.8,3.6047619047619,3.90952380952381,3.61904761904762,3.56666666666667,3.56666666666667,105,"Wheat Beer"
"Son Of Nekron - Porter",39826,"Bryggeriet Djævlebryg ApS",16295,"English Porter",6.5,3.55555555555556,3.77777777777778,4.11111111111111,3.94444444444444,3.94444444444444,9,"Porter"
"Sono Distrutto",44495,"High & Mighty Beer Co.",13947,"American Stout",4.5,3.94444444444444,4,4,3.66666666666667,3.77777777777778,9,"Stout"
"Sonoran 100",35014,"Sonoran Brewing Company",13564,"American Malt Liquor",19.5,2.41176470588235,2.88235294117647,2.82352941176471,2.35294117647059,2.44117647058824,17,"Other"
"Sonoran 200",56316,"Sonoran Brewing Company",13564,"American Strong Ale",19.37,3.07142857142857,3.60714285714286,3.03571428571429,3.25,3.53571428571429,14,"Other"
"Sonoran Cordillera Blanca",42940,"Sonoran Brewing Company",13564,"Fruit / Vegetable Beer",4.7,3.03125,3.53125,3.3125,3.1875,3.3125,16,"Other"
"Sorachi Ace",35708,"Nodding Head Brewery and Restaurant",1042,"American Pale Ale (APA)",NA,3.7,4.1,3.7,3.6,3.9,5,"Pale Ale"
"Sorachi Ace (IPA Is Dead)",66810,"BrewDog",16315,"English India Pale Ale (IPA)",7.5,3.76315789473684,3.94736842105263,3.89473684210526,3.84210526315789,3.76315789473684,19,"IPA"
"Sorachi Ace Single Hop IPA",70010,"Mikkeller ApS",13307,"American IPA",6.8,3.83333333333333,3.68181818181818,4.06060606060606,3.92424242424242,3.89393939393939,33,"IPA"
"Sorcerer",64893,"Fat Heads Brewery & Saloon",19544,"Belgian Strong Dark Ale",9,3.95,3.85,4.1,3.85,3.75,10,"Belgian"
"Sorcière Rousse",37442,"Microbrasserie de l'ile d'Orléans",16104,"American Amber / Red Ale",5,3.6,3.3,3.2,3.2,3.1,5,"Other"
"Sorrentino's Garlic Lager",49417,"Alley Kat Brewing Company",711,"Fruit / Vegetable Beer",5,2.7,3.3,3.4,3.3,3.1,5,"Other"
"SOS (Save Our Shore)",60284,"Abita Brewing Co.",3,"German Pilsener",7,3.86492890995261,3.67772511848341,3.95260663507109,3.70616113744076,3.71563981042654,211,"Pilsner"
"Sotholmen Extra Stout",19959,"Nynäshamns Angbryggeri",3476,"Foreign / Export Stout",7,3.57692307692308,4.07692307692308,4.03846153846154,3.69230769230769,3.84615384615385,13,"Stout"
"Soul Horkey",48153,"Trinity Brewing Company",18120,"Herbed / Spiced Beer",NA,3.91666666666667,3.91666666666667,3.91666666666667,3.91666666666667,3.75,6,"Other"
"Sour Apple Saison",59145,"Epic Brewing Co.",22893,"Saison / Farmhouse Ale",7.8,3.53521126760563,3.59154929577465,3.66197183098592,3.50704225352113,3.54225352112676,71,"Other"
"Sour Belgian Golden",72320,"Triumph Brewing Company",4832,"American Wild Ale",NA,4.1875,4.125,4,4.0625,4.125,8,"Other"
"Sour Bitch",71161,"Mikkeller ApS",13307,"Lambic - Fruit",7.7,4,3.80769230769231,4,4.03846153846154,3.92307692307692,13,"Other"
"Sour Cherry Tripel",47055,"Big Rock Chop & Brewhouse",7848,"American Wild Ale",8.5,4.12,4.14,3.94,3.98,4.22,25,"Other"
"Sour In The Rye",51741,"The Bruery",16866,"American Wild Ale",8.7,3.98245614035088,4.07017543859649,3.80701754385965,3.98245614035088,4.08771929824561,57,"Other"
"Sour Mash Wheat",61159,"Moonlight Brewing Company",763,"Gose",5.2,3.88888888888889,3.83333333333333,3.88888888888889,4.05555555555556,3.88888888888889,9,"Other"
"Sour Red",71145,"Selin's Grove Brewing Company",1666,"American Wild Ale",NA,3.71428571428571,3.78571428571429,3.64285714285714,4,3.92857142857143,7,"Other"
"Sour Reserve",74400,"Upland Brewing Company",1170,"Gueuze",NA,4.15384615384615,4.26923076923077,3.61538461538462,4.15384615384615,4.26923076923077,13,"Other"
"Sour Shimmy",69048,"Goose Island Beer Co.",1549,"American Wild Ale",6.7,3.3,3.8,3.9,3.4,3.2,5,"Other"
"Sour Wench Blackberry Ale",38040,"Ballast Point Brewing Company",199,"Fruit / Vegetable Beer",5.4,3.38888888888889,3.48148148148148,3.83333333333333,3.40740740740741,3.38888888888889,27,"Other"
"Sourpuss (Sour Death & Taxes)",39543,"Moonlight Brewing Company",763,"American Wild Ale",NA,3.8,3.8,3.8,3.9,3.9,5,"Other"
"South Bay IPA",14972,"Red Car Brewery and Restaurant",1015,"American IPA",9.04,3.92105263157895,3.73684210526316,3.81578947368421,3.94736842105263,3.65789473684211,19,"IPA"
"South Loop Porter",18304,"Red Car Brewery and Restaurant",1015,"American Porter",NA,3.71428571428571,3.28571428571429,3.5,3.35714285714286,3.71428571428571,7,"Porter"
"South Park Blonde",2995,"21st Amendment Brewery",735,"American Blonde Ale",5.1,3.68181818181818,3.36363636363636,3.68181818181818,3.63636363636364,3.45454545454545,11,"Other"
